product_id,product_name,manufacturer,category,ingredients,active_amount,dosage,cautions,contraindications,age_restriction,pregnancy_safe,interactions,dur_tags,storage,price_range,source,source_date,reliability,status,created_at,updated_at,updated_by,recommend_flag
SUP-0017,프리미엄오메가3비타D,바이탈약품,오메가,EPA;DHA;비타민E,"EPA 600mg, DHA 400mg","1일 1회, 1~2캡슐, 식후",수술 전 복용 중단;어유 알레르기 주의,어류 알레르기,,주의,와파린;아스피린;항응고제,병용금기;중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0018,아이헤드알티지오메가3,(주)한국피에스피,오메가,EPA;DHA;비타민E,"EPA 600mg, DHA 400mg","1일 1회, 1~2캡슐, 식후",수술 전 복용 중단;어유 알레르기 주의,어류 알레르기,,주의,와파린;아스피린;항응고제,병용금기;중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0019,디노키즈오메가3(60C),조아제약(주),오메가,EPA;DHA;비타민E,"EPA 600mg, DHA 400mg","1일 1회, 1~2캡슐, 식후",수술 전 복용 중단;어유 알레르기 주의,어류 알레르기,,주의,와파린;아스피린;항응고제,병용금기;중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0020,징코메시아오메가,그린뉴트리코리아-메디스팜,기타,은행잎추출물;EPA;DHA;비타민E,"은행잎 120mg, EPA+DHA 500mg","1일 1~2회, 1캡슐",혈행개선+기억력,어류 알레르기,,주의,와파린;아스피린;항응고제,병용금기;중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0021,벨더웰 초임계 rTG 오메가3,종근당,오메가,EPA;DHA;비타민E,"EPA 600mg, DHA 400mg","1일 1회, 1~2캡슐, 식후",수술 전 복용 중단;어유 알레르기 주의,어류 알레르기,,주의,와파린;아스피린;항응고제,병용금기;중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0022,메가비타민C3000(크리스탈/120포),백제약품,비타민,아스코르브산;히드록시프로필메틸셀룰로스,비타민C 3000mg,"1일 1회, 1포",과량 섭취 시 설사·위장장애 가능;신장결석 위험,신장질환 환자,,주의,와파린;항응고제,용량초과주의;중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0023,진스알티지오메가3,디비바이오(주),오메가,EPA;DHA;비타민E,"EPA 600mg, DHA 400mg","1일 1회, 1~2캡슐, 식후",수술 전 복용 중단;어유 알레르기 주의,어류 알레르기,,주의,와파린;아스피린;항응고제,병용금기;중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0024,파워킹콘드로이친1350,(주)비오팜,뼈·관절,상어연골 콘드로이친;글루코사민;MSM;비타민D,콘드로이친 1350mg,"1일 1회, 3정",상어연골 유래;고함량,갑각류·어류 알레르기,,금기,와파린;항응고제,병용금기;임부금기,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0025,센트룸프로(120정),글락소스미스,비타민,비타민A;비타민B1;비타민B2;비타민B6;비타민B12;비타민C;비타민D;비타민E;비타민K;나이아신;엽산;비오틴;판토텐산;칼슘;마그네슘;아연;철;구리;망간;셀레늄;크롬;루테인,종합비타민 1정,"1일 1회, 1정, 식후",과량 섭취 주의,철분 과다증 환자,,주의,와파린;항응고제;갑상선약,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0026,센트룸우먼(70정),글락소스미스,비타민,비타민A;비타민B군;비타민C;비타민D;비타민E;나이아신;엽산;비오틴;판토텐산;칼슘;마그네슘;아연;철;셀레늄;크롬,종합비타민(여성용),"1일 1회, 1정, 식후",여성 특화(철분·엽산 강화),,,주의,와파린;갑상선약,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0027,훼라썬비타민D2000IU(90캡슐),동국제약,비타민,콜레칼시페롤(비타민D3),비타민D3,"1일 1회, 1캡슐",과량 시 고칼슘혈증 위험,고칼슘혈증;신장결석,,주의,칼슘제;디곡신;이뇨제,용량초과주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0028,아이케어루테인(200캡슐),(주)제이엘파미스,비타민,루테인;지아잔틴;비타민A,루테인 20mg,"1일 1회, 1캡슐",흡연자 주의(베타카로틴 포함 시),,,주의,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0029,센트룸맨(70정),글락소스미스,비타민,비타민A;비타민B군;비타민C;비타민D;비타민E;나이아신;엽산;비오틴;칼슘;마그네슘;아연;셀레늄;크롬;리코펜,종합비타민(남성용),"1일 1회, 1정, 식후",남성 특화,,,해당없음,와파린;갑상선약,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0030,오큐테인3,국제약품(주),비타민,"루테인;지아잔틴;오메가3(EPA,DHA);비타민E","루테인 10mg, EPA+DHA 500mg","1일 2회, 1캡슐",눈+오메가3 복합,어류 알레르기,,주의,와파린;항응고제,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,단종,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0031,관절Q엠에스엠골드(180정),(주)제이엘파미스,뼈·관절,MSM;글루코사민;상어연골,MSM 2000mg,"1일 1~2회, 2정",혈액희석 효과 가능,갑각류 알레르기,,미확인,와파린;항응고제,병용금기,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0032,훼러진플러스(60캡슐),(주)종근당,미네랄,푸마르산제일철;엽산;비타민C;비타민B12,"철 20mg, 엽산 400μg","1일 1회, 1캡슐",빈혈 예방;위장장애 가능,철분 과다증,,안전,칼슘제;항생제;갑상선약,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0033,메가비타민씨3000,초당약품,비타민,아스코르브산,비타민C 3000mg,"1일 1회, 1포",과량 섭취 시 설사 가능,신장질환 환자,,주의,와파린,용량초과주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0034,아연구미비타민디,메타센,미네랄,글루콘산아연,아연 25mg,"1일 1회, 1정",공복 시 속쓰림,,,안전,항생제;철분제,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0035,코랄칼마그(180캡슐),"highland laboratories,Inc/USA",미네랄,산호칼슘;산화마그네슘;비타민D3,"칼슘 500mg, 마그네슘 250mg","1일 1회, 2캡슐",철분제와 동시 복용 피할 것,고칼슘혈증;신장결석,,안전,철분제;갑상선약;항생제,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0036,메가콘600(90정),경보제약,기타,레시틴(포스파티딜콜린),레시틴 1200mg,"1일 1회, 1정",간 건강·혈행 개선;대두 유래,대두 알레르기,,안전,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0037,헤파엘골드(120캡슐),코오롱제약(주),기타,밀크시슬(실리마린);UDCA;비타민B군,실리마린 130mg,"1일 1회, 2캡슐, 식후",간 건강 복합제,담도 폐쇄,,주의,면역억제제;경구피임약,간독성주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0038,센트룸실버맨(70정),쥴릭파마코리아,비타민,비타민A;비타민B군;비타민C;비타민D;비타민E;나이아신;엽산;비오틴;칼슘;마그네슘;아연;셀레늄;크롬;리코펜,종합비타민(50세이상 남성),"1일 1회, 1정, 식후",50세 이상 남성 특화,,,해당없음,와파린;갑상선약,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0039,고려은단비타C골드(1병),고려은단(주),비타민,아스코르브산,비타민C 1000mg,"1일 1회, 1정",과량 섭취 시 설사 가능,옥살산뇨증 환자,,주의,와파린,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0040,뽀로로비타민C(10정),비타민,비타민,아스코르브산;자일리톨,비타민C 200mg,1일 1~2정,어린이용,,,해당없음,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0041,센트룸실버프로정(120정),쥴릭파마코리아,비타민,비타민A;비타민B군;비타민C;비타민D;비타민E;나이아신;엽산;비오틴;칼슘;마그네슘;아연;셀레늄;크롬;루테인,종합비타민(50세이상),"1일 1회, 1정, 식후",50세 이상 특화(루테인 추가),,,해당없음,와파린;갑상선약,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0042,센트룸실버우먼(70정),쥴릭파마코리아,비타민,비타민A;비타민B군;비타민C;비타민D;비타민E;나이아신;엽산;비오틴;칼슘;마그네슘;아연;셀레늄;크롬,종합비타민(50세이상 여성),"1일 1회, 1정, 식후",50세 이상 여성 특화,,,해당없음,와파린;갑상선약,중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0043,알티지클린오메가3 프라임(30캡슐),그린스토어,오메가,EPA;DHA;비타민E,"EPA 600mg, DHA 400mg","1일 1회, 1~2캡슐, 식후",수술 전 복용 중단;어유 알레르기 주의,어류 알레르기,,주의,와파린;아스피린;항응고제,병용금기;중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0044,벨더웰초임계루테인아스타잔틴,종근당,비타민,루테인;지아잔틴;비타민A,루테인 20mg,"1일 1회, 1캡슐",흡연자 주의(베타카로틴 포함 시),,,주의,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0045,맛있는비타민레모나산(10포),경남제약(주),비타민,아스코르브산;비타민B2,비타민C 500mg,"1일 1~2회, 1포",,,,안전,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0046,프로바이오틱스장용캡슐(60캡슐),(주)코오롱제약,프로바이오틱스,락토바실러스;비피도박테리움;스트렙토코커스 써모필러스,100억 CFU,"1일 1회, 1캡슐",냉장 보관;면역억제제 주의,면역결핍 환자,,안전,항생제(2시간 간격),,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0047,비타민D5000IU(90c*2box),다나음,비타민,콜레칼시페롤(비타민D3),비타민D3,"1일 1회, 1캡슐",과량 시 고칼슘혈증 위험,고칼슘혈증;신장결석,,주의,칼슘제;디곡신;이뇨제,용량초과주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0048,꽁삐앙스마이크로바이옴핏(60캡슐),PHARMACELL,프로바이오틱스,5세대 유산균 혼합;프리바이오틱스;포스트바이오틱스,200억 CFU,"1일 1회, 1캡슐",5세대 유산균,,,안전,항생제(2시간 간격),,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0049,도펠악티브비타민D3 5000IU(180캡슐),PHARMACELL,비타민,콜레칼시페롤(비타민D3),비타민D3,"1일 1회, 1캡슐",과량 시 고칼슘혈증 위험,고칼슘혈증;신장결석,,주의,칼슘제;디곡신;이뇨제,용량초과주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0050,비타민D1000 IU(90c*2box),다나음,비타민,콜레칼시페롤(비타민D3),비타민D3,"1일 1회, 1캡슐",과량 시 고칼슘혈증 위험,고칼슘혈증;신장결석,,주의,칼슘제;디곡신;이뇨제,용량초과주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0051,메모레인캡슐(60c),동국제약,기타,참당귀추출분말(INM-176);비타민E,참당귀추출분말 330mg,"1일 2회, 1캡슐, 식전",기억력 개선 인정 원료,,,금기,항응고제,임부금기,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0052,지지투마이크로바이옴(180캡슐),(주)파마셀,프로바이오틱스,5세대 유산균 혼합;프리바이오틱스;포스트바이오틱스,200억 CFU,"1일 1회, 1캡슐",5세대 유산균,,,안전,항생제(2시간 간격),,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0053,키드큐키즈플러스젤리(40포),일동제약(주),비타민,종합비타민;칼슘;철분;아연;DHA,어린이 종합영양,1일 1~2포,어린이 종합 영양 젤리,,,해당없음,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0054,키드큐홍삼젤리(20포),일동제약(주),면역,홍삼농축액;비타민C;아연,홍삼 100mg,1일 1포,어린이 면역 홍삼 젤리,,,해당없음,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0055,우먼프로바이오틱스(30캡슐),그린스토어,프로바이오틱스,락토바실러스;비피도박테리움;스트렙토코커스 써모필러스,100억 CFU,"1일 1회, 1캡슐",냉장 보관;면역억제제 주의,면역결핍 환자,,안전,항생제(2시간 간격),,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0056,액티브엽산+비타민D(30정*2케이스),다나음,비타민,콜레칼시페롤(비타민D3),비타민D3,"1일 1회, 1캡슐",과량 시 고칼슘혈증 위험,고칼슘혈증;신장결석,,주의,칼슘제;디곡신;이뇨제,용량초과주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0057,아이케어루테인(100캡슐),(주)제이엘파미스,비타민,루테인;지아잔틴;비타민A,루테인 20mg,"1일 1회, 1캡슐",흡연자 주의(베타카로틴 포함 시),,,주의,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0058,키드큐홍삼젤리(1포),일동제약(주),면역,홍삼농축액;비타민C;아연,홍삼 100mg,1일 1포,어린이 면역 홍삼 젤리,,,해당없음,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0059,키드큐비타젤리(40포),일동제약(주),비타민,비타민C;비타민D;아연;구연산,비타민C 100mg,1일 1~2포,어린이용 비타 젤리,,,해당없음,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0060,포스파티딜세린 골드,미등록제조사,기타,포스파티딜세린;은행잎추출물;비타민E,PS 300mg,"1일 1회, 1캡슐",기억력 개선,,,미확인,항응고제;혈압약,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0061,메가비타민C3000(크리스탈/60포),백제약품,비타민,아스코르브산;히드록시프로필메틸셀룰로스,비타민C 3000mg,"1일 1회, 1포",과량 섭취 시 설사·위장장애 가능;신장결석 위험,신장질환 환자,,주의,와파린;항응고제,용량초과주의;중복성분주의,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0062,마그센샤(120캡슐),PHARMACELL,미네랄,산화마그네슘;비타민B6,마그네슘 400mg,"1일 1회, 2캡슐",마그네슘 고함량;설사 가능,신장질환,,안전,항생제,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0063,아임비타,종근당건강,비타민,비타민B군;비타민C;니코틴산아미드;판토텐산;타우린,비타민B+C 복합,"1일 1회, 1병",피로회복 드링크,,,안전,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,단종,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0064,키드큐홍삼젤리(40포),일동제약(주),면역,홍삼농축액;비타민C;아연,홍삼 100mg,1일 1포,어린이 면역 홍삼 젤리,,,해당없음,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0065,키드큐비타젤리(20포),일동제약,비타민,비타민C;비타민D;아연;구연산,비타민C 100mg,1일 1~2포,어린이용 비타 젤리,,,해당없음,,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
SUP-0066,마그센샤(60캡슐),PHARMACELL,미네랄,산화마그네슘;비타민B6,마그네슘 400mg,"1일 1회, 2캡슐",마그네슘 고함량;설사 가능,신장질환,,안전,항생제,,직사광선 피하고 서늘한 곳,0,AI 지식 기반 조사,2026-03-11,자체조사,활성,2026-03-11T00:40:48,2026-03-11T00:40:48,제품데이터큐레이터,Y
